aaindex9	aaindex17
0.964952	0.71682775
0.04517865	0.0035725832
0.9503765	0.00011625042
0.94678646	0.71879023
0.99310195	0.9418841
0.9700592	0.99805236
0.575681	0.26485306
0.9980508	0.9734204
0.029044777	0.040732175
0.98822886	0.94745016
0.74352807	0.007827312
0.99760115	0.9960021
0.031351775	0.5881377
0.83922005	0.7982494
0.8598269	0.97519743
0.92979336	0.8388356
0.8366775	0.9826559
0.82853997	0.92422855
0.9868815	0.86315775
0.5829699	0.7632344
0.9141756	0.98911583
0.7021406	0.0075535774
0.00043970346	3.0362544e-05
0.011227399	0.21647659
0.9918808	0.99899155
0.5679337	0.9147355
0.9918911	0.8738103
0.9652961	0.55356395
0.99305546	0.59843194
0.28690866	0.091854006
0.56643665	0.100330174
0.57301974	0.029724538
0.020050436	0.00035852194
0.9995184	0.04036531
0.032328725	0.5142506
0.987059	0.9916526
0.05772701	0.27322304
0.076217145	0.23267934
0.0006277859	0.101495266
0.00032934546	0.032562524
0.9272088	0.73907
0.97766465	0.5043731
0.9042252	0.6203832
0.9805787	0.1543178
0.010630906	0.18345523
0.20595503	0.39411762
0.0003183484	0.0026410818
0.95470154	0.9404285
0.996496	0.9974587
0.053174257	0.12875196
0.9390756	0.97278273
9.8282646e-05	0.0034555793
0.0024349988	0.000408262
0.97604966	0.91288424
0.0066310167	0.27979738
0.8606889	0.97876936
0.9939134	0.91926336
0.9506696	0.7254586
0.9871214	0.8301373
0.9835335	0.81040895
0.0011015832	0.023233265
0.010482371	0.0011283159
0.16604206	0.0004492998
0.025724262	0.20342398
0.004030794	0.028717041
0.00028696656	0.004018575
0.91034985	0.99519676
0.7676883	0.97736
0.9957516	0.9865619
0.1736646	0.2553295
0.88767767	0.79577625
0.72560704	0.116868585
0.029258817	0.0009949207
0.94351053	0.2580137
0.9960668	0.9961734
0.9530964	0.9972436
0.26194027	0.966415
0.5784143	0.12161562
0.0037766695	0.044641614
0.97873104	0.94621974
0.8283719	0.4537445
0.6202496	0.029601306
0.013278723	1.5394678e-05
0.9649016	0.96732837
0.0030132234	0.0042286515
0.83056086	0.810797
0.12666053	0.06344473
0.8743278	0.92260563
0.67282254	0.00078862906
0.8866127	0.03675708
0.9481069	0.13849607
0.96199214	0.2093198
0.995185	0.9978453
0.8213419	0.91383046
0.63318664	0.36251998
0.91435564	0.28698117
0.43898383	0.18307734
0.008835584	0.00012325584
0.05960712	0.07001436
0.99910706	0.9989996
0.10777092	0.31471542
0.9891379	0.6796808
0.121929616	0.00519976
0.995368	0.9972609
0.002434224	0.00555256
0.00049623847	0.03374362
0.47540987	0.0030448437
0.0005620122	0.26665792
0.08977947	0.7629569
0.08972138	0.67063284
0.99239457	0.9980968
3.295232e-05	0.0016700029
0.0031627715	0.00082707405
0.019137174	0.0023040771
0.72287863	0.7623247
0.0013279021	0.0408538
0.0060026646	8.732445e-06
0.998634	0.99865115
0.0014107525	0.06690979
0.24475998	0.018502176
0.39252457	0.0036188662
0.98287064	0.99742633
0.9770949	0.60863674
0.9651774	0.038119107
0.0023759604	0.0138608515
0.7971245	0.43642256
0.5199529	0.9003993
0.8986248	0.9892538
0.98626757	0.91858065
0.9451623	0.6892369
0.012036562	0.44232762
0.12841886	0.81310153
0.99867666	0.9921024
0.9866488	0.70665
0.3624761	0.820681
0.87331355	0.5816568
0.06663567	0.38162765
0.8887826	0.9410584
0.948226	0.9843018
0.009853721	0.062063336
0.71219695	0.22490948
0.95713866	0.9769734
0.4842973	0.640174
8.766013e-06	7.869652e-06
0.99646926	0.94615936
0.10614562	0.026500672
0.9973983	0.94609207
0.9038841	0.76137745
0.5242148	0.3297962
0.044354856	0.008171201
0.80686337	0.972785
0.7015959	0.9682573
0.0003092885	0.0029471517
0.9433789	0.8102107
0.2791478	0.24347925
0.92986196	0.911982
0.16270614	0.28236368
0.6209267	0.9366777
0.15272251	0.52675384
0.88923025	0.9905443
0.1046398	0.0020782948
0.00018078089	0.025332749
0.68066	0.020632386
0.9476155	0.93574506
0.004977703	0.017669111
0.53529483	0.00031399727
0.29298827	0.55735743
0.030929357	0.10070449
0.4911932	0.21428615
0.9941644	0.83585674
0.6972783	0.81209856
0.9627552	0.070767105
0.5018116	0.888418
0.997558	0.91712487
0.51752174	0.47464952
0.002019763	4.5088273e-05
0.21481884	0.0031129718
0.00048032403	0.004628271
0.072641194	0.7569897
0.986969	0.9584656
0.0024201572	0.41840583
0.9521816	0.8303656
0.779468	0.92553174
0.8923875	0.46398342
0.9837859	0.93746996
0.00021404028	6.290299e-05
0.453279	0.966622
0.8426851	0.64980125
0.9203038	0.57139087
0.30359823	0.30443
0.92859936	0.88042617
0.6169394	0.7555051
0.94707996	0.86182576
0.81688476	0.0016159713
0.88018084	0.72111726
0.64751136	0.006092608
0.098555446	0.4517462
0.9835824	0.98713243
0.99293375	0.6332133
0.043506593	0.53955257
0.85396695	0.36096105
0.87138987	0.9315831
0.99076575	0.9971701
0.011907876	0.66488415
0.86992764	0.8563733
0.943339	0.98699045
0.01842931	0.02730757
0.9586843	0.89099014
0.98362565	0.009980291
0.49432462	0.121225595
0.042141885	0.21068943
0.013256431	0.8652208
0.77933824	0.6630155
0.9157025	0.9897363
0.5233274	0.21586421
0.91537267	0.77885133
0.8146278	0.12586993
0.87907916	0.24646142
0.9399617	0.82889557
0.806965	0.28025663
0.8861047	0.85933733
0.34674656	0.60372627
0.9662034	0.91171455
0.80094707	0.4356689
0.64017904	0.19499058
0.9669801	0.9774422
0.94429445	0.99224615
0.8504627	0.86464167
0.9816427	0.92763186
0.95127255	0.59535885
0.9777212	0.99235296
0.03280878	0.023002803
0.9856608	0.8495197
0.0042158365	0.011508733
0.988451	0.97292256
0.026510268	3.6936784e-05
0.48196796	0.0068264604
0.42434394	0.736043
0.99725145	0.25175405
0.0025945604	0.000977248
0.9946108	0.98356134
0.9991979	0.978949
0.9984113	0.7491688
0.79221094	0.084620684
0.00022432208	0.006237209
0.5916697	0.01866436
0.21030632	0.003595531
0.8992708	0.7720458
0.9716844	0.9964211
0.7824647	0.8856548
0.62028146	0.94791776
0.31974748	0.66441387
0.17999524	0.13601008
0.8866471	0.0008317232
0.24694157	0.40432578
0.9251144	0.8611219
0.00483799	0.025922894
0.0030941665	7.3183287e-06
0.004983723	0.012322873
0.84575933	0.9241898
0.00029546022	0.03943515
0.9819639	0.99152184
0.7160368	0.00074246526
0.44807574	0.007521212
0.87372494	0.6708442
0.0008433163	0.0003079772
0.9475182	0.93647826
0.062628	0.00082939863
0.19000766	0.69515157
0.99897695	0.9968513
0.9998287	0.99143195
0.98176646	0.88415843
0.9953115	0.9866041
0.97715735	0.2799461
0.02127865	0.017175674
0.08894992	0.81043243
0.23472652	0.01658371
0.43622234	0.027512163
0.73511046	0.8787395
0.10225421	4.263973e-05
0.943564	0.80817974
0.9652298	0.9724172
0.26098245	0.8364862
0.9667759	0.98889303
0.08691898	0.00043705106
0.5977251	0.00021865964
0.011971265	0.039209664
0.0029274523	4.2979977e-05
0.0011568367	0.00011559253
0.40716875	0.65201724
0.015743941	2.6116202e-05
8.323754e-05	0.0005761683
0.00080391765	0.24842292
0.9126811	0.6826582
0.007820249	0.1451425
0.99938333	0.9934157
0.0017751455	3.2739128e-05
0.97605467	0.5200752
0.99557626	0.773179
0.98901796	0.65336674
0.011736184	4.292091e-05
0.9499228	0.6730226
0.44522274	0.21778911
0.96099186	0.9382374
0.9763416	0.670111
0.1459595	0.44382554
1.5442365e-05	0.00020670891
0.07336396	0.00081047416
0.8623476	0.3836566
0.996066	0.8119259
0.9878323	0.8967304
0.7736169	0.6647021
0.014047414	0.77703685
0.5004747	0.032886684
0.18690258	0.0075385273
0.01347968	0.005358577
0.10051602	8.834778e-05
0.18176371	0.004074067
0.007002771	0.00041630864
0.86937076	0.27091354
0.057313263	3.4836998e-05
0.8046919	0.63261116
0.9500232	0.8220998
0.94769067	0.40699232
0.9625563	0.96086395
0.10738695	0.0004350841
0.8591037	0.81176895
0.00046172738	0.028399467
0.9830179	0.9416808
0.5463479	0.3656442
0.1677008	0.46834227
0.9645737	0.46571016
0.9943931	0.76227295
0.0076962113	0.0066151023
0.9847028	0.16492137
0.06937465	0.007522404
0.51886314	0.0557822
0.97236717	0.59544504
0.9906187	0.8977308
0.14349166	0.0018643141
0.9694332	0.6444167
0.98416674	0.88509494
0.008727998	0.081046194
0.006539345	0.0043882728
0.0031715333	0.049331456
0.8624408	0.00064358115
0.036450863	0.03298363
0.023815632	0.0009599328
0.21579766	1.1269155e-05
0.88719666	0.7755389
0.20065069	0.36540273
0.12929207	0.0012059212
0.47630507	0.15342289
0.99637765	0.9281491
0.44545496	0.09915882
0.03144169	0.91686124
0.96740985	0.9554752
0.019536614	0.0048693717
0.9931601	0.9697126
0.992475	0.8990934
0.8678364	0.00017380714
0.00033310056	0.00021830201
0.9972616	0.9584509
0.050906688	0.036452204
0.6869633	0.96424055
0.97472167	0.2843361
0.7247605	0.9910152
0.46711093	0.8634759
0.9844084	0.9637148
0.02439782	0.0012348592
0.7007816	0.23994043
0.27042377	0.28495297
0.9777138	0.40277857
0.31210175	0.16622329
0.9592334	0.9161157
0.95222706	0.97296727
0.3013787	0.6735282
0.06616932	0.092641085
0.0136294365	0.34185416
0.26217163	0.2941705
0.97621095	0.81781363
0.85927296	0.78739595
0.9543246	0.017454863
0.99375725	0.86198115
0.0063657165	0.43650833
0.8812242	0.533575
0.00039082766	0.0002757907
0.029041648	0.74166584
0.15253815	0.9809345
0.791597	0.9559753
0.9823278	0.9704807
0.66191214	0.0006940365
0.9828342	0.8953022
0.9960798	0.905835
0.0082784	7.316204e-05
0.25932503	0.89817953
0.2529379	0.25715178
0.94244933	0.65161633
0.06193033	0.0012719333
0.5560961	0.020907968
0.13560176	0.05610624
0.11527315	0.54188985
0.9880171	0.029481292
0.04179901	0.8613839
0.020990103	0.025918514
0.79451287	0.00095149875
0.017822862	0.057363182
0.645178	0.9668011
0.85908735	0.43485165
0.11714277	0.02513054
0.74519217	6.628147e-05
0.30843997	0.17780998
0.762513	0.098679066
0.9931803	0.9630017
0.69406736	0.3064808
0.00013718009	0.0010574758
0.44092205	0.74667954
0.1527512	0.98665327
0.07143539	0.17409527
0.8823745	0.5440445
0.0009149909	0.14403665
0.99512523	0.98738647
0.413298	0.015957445
0.9621225	0.03623268
0.91924226	0.80619407
0.18139333	0.87211657
0.98144734	0.8809111
0.50176466	0.12315318
0.7681471	0.9346397
0.86755514	0.9522896
0.9454698	0.9087305
0.8662152	0.8631285
0.11695939	0.012016296
0.6394009	0.00193277
0.029737473	0.007795036
0.98219025	0.9904776
0.0038493574	0.06723556
0.024544835	0.21591994
0.004062891	0.0063351393
0.008161575	0.0024992526
0.001088351	0.0008023083
0.008705884	0.004830003
0.64709264	0.03234622
0.8890884	0.01276052
0.08724812	0.90184593
0.44330812	0.5393217
0.0009623766	0.040066034
0.15083715	0.028452724
0.9022578	0.93677175
0.9090769	0.8187997
0.23803052	0.08316621
0.94691133	0.68725544
0.9287941	0.78422964
0.8030683	0.8746075
0.022381872	0.108146876
0.9905902	0.9491255
0.09360564	0.016876101
0.01948449	0.001861304
0.18444142	0.0010150373
0.8844807	0.3950204
0.18623912	0.05835104
0.8384121	0.56959873
0.024134547	0.4662102
0.8623289	0.9122695
0.5093069	0.21679485
0.7374929	0.29420957
0.9742409	0.8595583
0.21981806	0.6466514
0.9941088	0.86701536
0.5161383	0.002667576
0.93839467	0.9885421
0.9864139	0.99871445
0.01209262	0.017837048
0.43578088	0.76241237
0.0913026	0.27716684
5.7534795e-05	0.17266005
0.31078142	0.031037629
0.014315546	0.8430855
0.7631953	0.98325396
0.0003928542	0.017211497
0.05308506	0.42334455
0.032415926	0.0011117756
0.9762192	0.99356616
0.045904696	0.11736968
0.0058968663	0.6110406
0.56927484	0.94719803
0.13761345	0.0017917752
0.99224114	0.9345999
0.91255975	0.48307133
0.15107715	0.087370545
0.21078682	0.15332347
0.99578923	0.74960554
0.5451907	0.9977722
0.24804619	0.8826117
0.95421714	0.67524654
0.9985033	0.9084342
0.84549093	0.9591021
0.99886405	0.9584484
0.3119795	0.60629237
0.9357139	0.9517112
0.9394208	0.9603324
0.9936913	0.98412347
0.2924683	0.11578694
0.00925076	9.342827e-05
0.97510076	0.8020262
0.99198246	0.92870337
0.24041718	0.88971305
0.82917976	0.8195126
0.30185264	0.8453103
0.8786552	0.46731272
0.9964329	0.96188664
0.7564202	0.9261
0.9271208	0.9829862
0.9163408	0.8983889
0.00019016862	0.15855283
0.68169034	0.22497058
